标签,文本
sadness,。[哼] 突然想起件事，我的照片，全都被那个不是人的东西给我删完鸟[可怜] 手机上也没了，啊啊啊啊啊。。[生病] 我是有多可怜，有米人可怜可怜我[委屈]
sadness,。这注定是一台多债多难的电脑！。焦头烂额的日子何时结束，泥菩萨过江，有事情找我的请缓缓，农历456月注定倒霉
sadness,。上午3个课时结束，短暂午餐，下午将另外两个课程2:~3:30 ; 4:~6:00。。晚上大量作业。。有些疲劳，时间不够用。
anger,。……突然觉得……。建党伟业给韩庚带来的最大影响，除了能在这么部片子里打酱油很荣幸以及让人看到他的人气之外，大概，就是让N多人承认这货有181……。尼玛谁以后再黑丫身高姐直接拿这些砸shi你呀！
like,。为了能在出国之前帮她加油打气，不管昨天有多累，第二天也没有忘记去看她的MV...不懂中国料理，却坚持为她准备了爱心满满的家乡菜...。如此简单的男人啊，仅仅是看着她拿着自己的surprise应援礼物，就已是一脸幸福知足的模样~ 就算尴尬，还是忍不住看向对方的他们，就是彼此人生的大发。
happiness,。认识一个新朋友的心情是愉悦的，不想被不开心的人和事影响，快乐做我自己，好也罢不好也罢，至少是真实的我，明天又是新的一天，加油。。。
anger,。福建的访民还没走，山东的又来了。。这三位农民是山东聊城东昌府区郑官屯村人，街道办处把他们果园强占，每亩只给2万多。。村民不同意，问当官的：把地都占了，这点钱，将来如何办？。村支书回答说：没有吃，你要饭去！。《聊城日报》应关注。。另，他们没有找信访局上访，是到我这里走亲戚的，请不要拘留他们。
surprise,。见过最像的双胞胎，关键还有一个唱《青藏高原》的妈妈 //@anita-孙梦:包装他俩有难度，好在效果还行[可爱]
like,。昨天，丰台律师协会的小蒋女士来电，说律协理事、监事和律师代表们都要安排值班接待群众法律咨询。。作为律师代表，安排我本月23日值班，从上午10点到下午4点，中午管顿饭。。很好，这是为群众做的一件公益事业呀，多做公益事业是有好的回报的。。做公益事业的同时，有时也能接到案子。。我是非常喜欢值班的。
sadness,。曾经在舞台上多么地风光、 如今大起大落之后，又是一个新的开始。。看着一幕幕，一字一句，我的心凉了。。[委屈]
surprise,。某班选班花，恐龙级的女生说如果我当选班花，几年后你们就可以跟老公说，我大学时比系上的班花还漂亮，娶到我是你赚到了。。结果此女高票当选班花。。。
like,。还的表扬表扬俺家掌柜的，不但买了花儿，还有这些巧克力~蓝罐~奶茶~，感动的俺娘俩那是[泪] 哗哗滴~
like,"。民院的看看人家艺校[偷笑] //@sagapo-Z:贵州大学艺术学院晚上也不断电，不断网，无早操，没晚修，不禁校园亲热，师生关系融洽，性取向自由，住宿物美价廉，公寓楼除外，校园网一律配备欢畅上网就是有点卡校园小巧精致电梯入户，有时会有坐滑翔伞的经历，紧邻花果园,大十字商圈近在咫尺,夜生活丰富多彩"
fear,。成购物狂了，不是上街购物，而是网购！。晕~好久没有这样了，网络太方便也不是件好事情啊！！！！！！！。信用卡就是这点不好，只要输入卡号就OK了，太简单了。。。。。。。。。。。
sadness,。姚壮宪(@姚壮宪)姚仙，游戏马上就要发售了，怎么还没有正式的宣传预告片阿？？。宣一看的太不过瘾了阿。。。。。。应该打打电视广告神马的。。。。。。后期的宣传预告大概什么时候出？？
like,。[h] [e] [e] [c] [h] [u] [l] [耶] 赐予我力量吧！！！！。通过通过！！！！！。[耶]
happiness,。哈哈哈·说话的味道越来越像我了·全都文绉绉的~真的看得很不习惯·完全不是TA的风格····。应该换种眼光对待这孩子了
sadness,。将来的某时，我们都会拿着百万月薪，吃着五万一棵的白菜。。周末的早上，我们从每平米一亿的家里出发，坐着公交车，在路上堵八个小时，赶着去看晚场电影：《哈利波特85之哈利波特与发改委》。。想想就觉得内牛满面，有木有？。[泪]
like,。四川，总有一种期待。。广东，回到原点。。湖南，谢谢大家，你们来了。。浙江，我的时间。。重庆，坚守梦想。。全国I，期待成长。。还有绽放。。[泪][泪][泪]无一例外得想到我姑娘，如果今年高考，会被题目直戳泪点，骨子里就那么励志。。那些高考亲加油。。明天过后就是你们的大晴天[太阳]
like,。[微风] 莫奈《睡莲·期许》 50X70cm。。昨天把卢浮宫买的这幅高仿印刷品装裱后挂在家里了。。出去旅游，我还是喜欢买这样的纪念品……
sadness,"。一切都结束了~把话说清楚的感觉真好~可是那么久了,现在突然说清楚还是有点失落,眼泪就在打转打转打转~~我知道我现在说有点不厚道,都要高考了我还跟你说这种话~不过我相信拖延就是最残忍的拒绝~~我不能对你那么残忍....。对不起~"
happiness,。给张杰的歌迷们，我看他挺自在的，就没打扰他，属于狗仔型的偷拍吧，哈哈。。在飞机上他是没带墨镜的，这张照的时候已经落地了。
like,。高考。。。。15年啦~~那个时候还是7月7、8、9，还没有综合卷，理科还要考数理化，结果作为理科生的我，文科完胜理科。。。。第一门语文完胜，最后一门物理完败，旱涝急转，大概就是这个意思。。。。虽然高考种种不是，但是经历一次，心智的折磨，对于长大还是有帮助的
happiness,"。上周末，父亲节，在老Posch先生家院子里烧烤~ 感觉有点像《模拟人生3》,我也经常在游戏里开烧烤派对喔~ [干杯]"
surprise,。我当年选自愿我都不知道咋选的，高中一直嚷嚷去上海的，莫名其妙填了个以前压根就不知道的武汉学校......
like,。这是一部反映改革开放的主旋律电影，能拍成这样已经难得了，审查制度下只能出来这种片子，对于导演阎然还是应该支持，再创佳片！
happiness,。刚睡醒，梦到我结婚了，我妈给我订了个超破的酒店，婚礼快开始了发现西服太大，就拿个苍蝇的衣服，穿的球鞋就换了高鹏的皮鞋……。哈哈
like,。不管是MICKY还是6002，不管是双冠王还是朴会长，我们和金俊秀永远爱你，有天sama，生日快乐哦~。另祝雷普利大发 （庆生桌面贺图待吧内更新 先放1P预览）
sadness,。即便能活到80岁，人的一生也只有29000天。。如果换算成钱，29000元只够交一个本科生4年的学费，或买4个名牌包，或在北京三环内买一平米的房子；。如果换算成书，按平均一本500页来算，29000页也只够58本书的厚度，两年的时间就能翻完。。人生远没我们想象中那么漫长，一不小心就过完了……
sadness,。昨晚跟一个好久不见的同学通电话聊了整整一个多小时.。到底是同学有感情基础.。要是在女孩子面前有这口才.。现在都不知有几房了
like,。现在欧洲12日游 只要1万多一点...还可以申请招行分期...。简直是赤裸裸的勾引！！。[抓狂]。而且圣托里尼岛还专开了情人团...。[鄙视]
like,。能够感受到喜欢一个做人做事做音乐处处都真诚、善良、成功的优质偶像的快乐，很幸福。。这个世界，需要更多美好的情感~~和所有心中有爱的人共勉
surprise,。刚刚想说做了半天动图整个壁纸啥的吧！！。结果被我一眼扫到了这张图！！。700多张截图里面一眼扫到的！！。真的！！。我不是黑啊！！！。为毛让我截到这张！！！[挖鼻屎]
surprise,。一湖北小伙在北京一建筑工地当小工，偶然间和在建写字楼的设计师聊，没想到他们竟都是1992年参加的高考（那时候全国一摸一样的考题），湖北民工当年考了515落榜了，设计师在北京当年考了497上了建筑工程大学。。N年后，命运竟是如此差异！！
like,。不管怎么说，高晓松够爷们。。人家撞车后承认有罪认罚。。一个美国人不远万里来到中国，为中国酒驾入刑现身说法。。国际主义精神可嘉。
happiness,。今天趁不下雨的时候来东区借书还书，磨蹭了会，待到要走的时候又下雨了。。于是折回新书阅览室，随便拿了一本张小娴的《面包树上的女孩》，虽然之前也看过，但好像很多情节已经模糊了。。看到一半到了五点，校园广播响了，是Yoga的《想自由》~ 刹那间，我有种特别幸福的感觉，这种闲适的校园生活……
disgust,。在看NBA直播，暂停时插播了什么中国乒乓世锦赛对内选拔的转播广告。。我觉得这类直播极度无聊，为啥乒乓中国厉害？。除了不计成本的培养体制，更重要的是外国越来越没人玩这个了。。试问只要是欧洲或是北美受人欢迎的项目，我朝能玩得转的？。总是用自我膨胀的方式来掩盖自卑心理，何苦呢。。自信才会强大。
like,。你的扣扣有那么常用么...。我会把微博放进去- -这几个么?。谢谢了亲^^(那个 界面感觉有点像3.1.2- -可能是我眼花了)
sadness,。既然大家都咆哮，我也要低调的咆哮我心中长久以来的痛：我是突变有没有！。我妈妈172，爸爸176，我弟弟16岁178，我为毛就160，我不该是矮子有没有！！！！
sadness,。哦，知道了，明白的，打搞晒，5阻你了...。这类词的后面其实藏了许多言语...。只是忍着吞了回去...[伤心]
like,。Marilyn Monroe 85岁生日快乐[蛋糕]……。图为成名前（1947年）为了赎出自己的车而拍的裸照，酬金50美元。。三年之后成为荷里活家喻户晓的明星
like,"。后面拿单反的大哥,嫩是我亲大哥,嫩可要经常给我们拍二爷的近况啊,大家都想看二爷帅气的训练的样子啊!!!。海军陆战队官方摄影师威武!!!。[威武] [威武] [给力]"
